filename,width,height,class,xmin,ymin,xmax,ymax
32699.png,72,35,7,27,5,36,33
32699.png,72,35,7,36,5,45,33
23745.png,88,42,3,32,5,47,36
23745.png,88,42,1,47,5,56,36
7491.png,97,38,2,28,2,42,34
7491.png,97,38,8,42,2,55,34
7491.png,97,38,4,56,1,71,33
4798.png,423,210,1,137,18,197,182
4798.png,423,210,10,200,22,276,186
18814.png,253,84,3,70,4,104,81
18814.png,253,84,5,107,1,143,78
18814.png,253,84,10,147,1,181,78
4052.png,150,65,9,53,11,76,55
4052.png,150,65,10,76,9,96,53
5517.png,136,62,4,49,10,68,55
5517.png,136,62,4,70,5,87,50
121.png,119,34,1,32,8,38,29
121.png,119,34,3,43,8,56,29
121.png,119,34,5,63,7,74,28
121.png,119,34,8,79,7,92,28
16962.png,88,38,1,26,5,36,33
16962.png,88,38,5,38,4,47,32
16962.png,88,38,5,48,6,59,34
6465.png,55,38,1,29,6,38,30
6465.png,55,38,1,37,7,46,31
27126.png,80,44,6,31,5,42,39
27126.png,80,44,1,41,4,51,38
31550.png,127,63,1,55,16,63,45
31550.png,127,63,5,62,16,72,45
20826.png,49,23,1,17,4,22,22
20826.png,49,23,10,23,2,32,20
28681.png,121,56,1,37,3,55,50
28681.png,121,56,3,64,5,80,52
27995.png,195,82,4,62,15,99,72
27995.png,195,82,10,99,16,133,73
3911.png,47,19,8,16,1,26,17
3911.png,47,19,1,26,1,33,17
32980.png,64,19,1,15,3,19,16
32980.png,64,19,2,23,3,29,16
32980.png,64,19,4,32,3,39,16
32980.png,64,19,2,42,3,50,16
25801.png,65,27,2,18,1,30,23
25801.png,65,27,1,29,3,35,25
25801.png,65,27,6,36,3,46,25
9965.png,106,50,1,45,12,59,39
32100.png,181,71,1,74,17,84,56
32100.png,181,71,8,84,18,101,57
32100.png,181,71,7,98,15,119,54
31425.png,91,30,2,26,7,36,24
31425.png,91,30,1,36,8,41,25
31425.png,91,30,3,41,8,52,25
31425.png,91,30,10,52,8,61,25
11476.png,173,98,4,66,11,107,84
9930.png,73,25,2,21,1,30,20
9930.png,73,25,4,31,1,44,20
9930.png,73,25,8,43,2,53,21
21370.png,172,72,1,55,9,67,54
21370.png,172,72,8,69,6,86,51
21370.png,172,72,9,88,6,109,51
13317.png,77,31,4,23,1,37,25
13317.png,77,31,3,38,3,51,27
19308.png,182,80,1,52,1,73,57
19308.png,182,80,10,74,8,98,64
19308.png,182,80,4,103,13,128,69
27665.png,215,92,1,67,15,99,78
27665.png,215,92,1,97,1,133,64
27665.png,215,92,4,113,1,143,64
19179.png,37,18,5,14,2,22,14
29928.png,40,18,2,16,2,24,15
25676.png,109,56,4,39,12,57,48
25676.png,109,56,1,56,8,68,44
15300.png,51,24,3,20,5,28,19
14316.png,107,42,2,30,5,49,36
14316.png,107,42,1,64,3,76,34
21625.png,180,94,2,67,14,93,79
21625.png,180,94,3,93,21,119,86
25690.png,66,32,1,23,3,28,29
25690.png,66,32,9,27,2,34,28
25690.png,66,32,7,35,1,42,27
24048.png,136,56,1,45,10,61,45
24048.png,136,56,1,62,6,79,41
24048.png,136,56,1,76,7,94,42
7783.png,72,34,5,26,5,33,29
7783.png,72,34,4,32,6,39,30
7783.png,72,34,2,39,6,47,30
8022.png,66,34,2,24,5,43,29
18559.png,179,79,4,63,18,89,65
18559.png,179,79,6,90,19,120,66
17454.png,52,23,1,17,3,22,21
17454.png,52,23,6,22,2,28,20
17454.png,52,23,7,28,2,34,20
15778.png,53,26,8,22,7,33,21
26640.png,110,52,6,51,11,65,39
883.png,55,25,1,19,4,24,19
883.png,55,25,2,25,4,32,19
18335.png,52,23,3,19,4,24,22
18335.png,52,23,7,23,4,30,22
20814.png,177,69,4,61,15,92,57
20814.png,177,69,10,86,16,115,58
32925.png,148,59,4,48,8,71,46
32925.png,148,59,8,74,6,99,44
3979.png,84,39,1,32,5,40,34
3979.png,84,39,6,39,4,53,33
5286.png,239,83,1,58,14,92,69
5286.png,239,83,10,93,14,136,69
5286.png,239,83,10,135,12,178,67
9263.png,119,61,6,45,8,63,49
9263.png,119,61,1,61,8,77,49
22323.png,84,42,9,32,1,52,42
18.png,161,78,5,52,12,80,53
18.png,161,78,3,80,17,101,58
7424.png,64,28,3,20,1,28,22
7424.png,64,28,3,29,2,36,23
7424.png,64,28,5,37,1,44,22
5825.png,207,85,2,88,29,107,62
5825.png,207,85,8,107,20,119,53
13580.png,134,66,2,41,5,69,54
13580.png,134,66,4,69,9,88,58
13265.png,51,21,3,20,5,28,17
27323.png,238,63,5,139,16,159,51
27323.png,238,63,7,161,17,179,52
16620.png,192,76,3,69,16,96,54
16620.png,192,76,10,94,18,123,56
3431.png,358,100,2,207,15,237,67
3431.png,358,100,2,235,17,262,69
3431.png,358,100,3,257,12,282,64
24193.png,112,41,5,60,3,81,37
24635.png,53,27,8,21,5,26,20
24635.png,53,27,7,26,5,32,20
12230.png,271,100,2,76,41,112,92
12230.png,271,100,1,129,39,150,90
12230.png,271,100,3,171,38,204,89
3372.png,237,111,2,81,17,120,91
3372.png,237,111,10,119,26,162,100
12372.png,149,68,1,50,30,65,56
12372.png,149,68,8,64,19,76,45
12372.png,149,68,6,78,12,94,38
16145.png,107,53,1,39,8,51,42
16145.png,107,53,8,51,10,67,44
15997.png,61,26,3,23,3,35,23
10385.png,62,28,1,25,3,30,24
10385.png,62,28,2,30,5,41,26
5006.png,70,40,6,16,6,29,32
5006.png,70,40,7,29,5,42,31
6325.png,121,55,4,39,5,60,46
6325.png,121,55,10,58,7,81,48
8987.png,286,126,6,109,29,130,84
8987.png,286,126,1,130,26,145,81
8987.png,286,126,8,148,29,170,84
13424.png,100,41,10,50,8,58,33
19391.png,94,40,5,40,14,47,39
19391.png,94,40,2,47,14,57,39
33004.png,137,70,1,45,11,67,56
33004.png,137,70,5,62,7,89,52
32625.png,45,18,1,13,3,18,15
32625.png,45,18,6,18,2,23,14
32625.png,45,18,3,25,2,32,14
28845.png,78,43,2,30,6,38,33
28845.png,78,43,3,39,6,48,33
30169.png,107,48,5,42,14,55,32
30169.png,107,48,6,55,18,66,36
17984.png,60,27,1,18,3,29,24
17984.png,60,27,4,29,1,43,22
4891.png,253,112,1,95,51,113,91
4891.png,253,112,3,112,39,137,79
4891.png,253,112,6,139,21,161,61
21781.png,81,40,1,26,8,36,34
21781.png,81,40,6,35,11,45,37
21781.png,81,40,10,44,11,56,37
30898.png,51,20,2,20,2,25,16
30898.png,51,20,8,28,2,34,16
21202.png,211,116,1,80,9,102,102
21202.png,211,116,5,101,11,131,104
25327.png,119,48,1,39,7,54,34
25327.png,119,48,8,57,8,78,35
1052.png,49,25,9,19,1,29,21
13660.png,86,40,1,31,5,40,36
13660.png,86,40,3,41,4,55,35
14755.png,137,74,5,59,10,81,62
25953.png,354,175,1,122,16,174,145
25953.png,354,175,6,175,29,241,158
8003.png,129,56,1,40,8,55,45
8003.png,129,56,4,65,10,88,47
19867.png,93,48,3,28,5,47,39
19867.png,93,48,6,48,5,60,39
7439.png,199,79,4,66,16,92,67
7439.png,199,79,2,86,13,117,64
7439.png,199,79,1,109,8,137,59
17070.png,44,19,3,16,3,22,14
3783.png,57,18,1,15,2,19,14
3783.png,57,18,2,20,2,28,14
3783.png,57,18,7,28,1,35,13
3783.png,57,18,8,35,2,44,14
11380.png,46,25,1,20,2,27,20
19436.png,87,38,1,36,8,43,27
19436.png,87,38,5,45,10,52,29
17308.png,113,52,8,40,9,57,43
17308.png,113,52,6,57,7,76,41
7854.png,56,28,2,23,7,31,23
7854.png,56,28,1,29,8,36,24
5641.png,118,49,1,33,1,52,45
5641.png,118,49,10,53,2,82,46
5474.png,56,25,7,19,2,26,21
5474.png,56,25,1,26,3,34,22
4437.png,57,25,1,18,4,25,23
4437.png,57,25,1,24,2,30,21
4437.png,57,25,4,28,1,37,20
28081.png,67,39,1,31,5,38,32
24687.png,38,17,2,14,1,22,15
24687.png,38,17,9,23,1,30,15
28538.png,157,69,1,57,12,72,53
28538.png,157,69,4,69,15,83,56
28538.png,157,69,5,82,14,100,55
13922.png,165,72,2,74,20,85,47
13922.png,165,72,10,86,16,96,43
13922.png,165,72,6,98,13,109,40
24037.png,123,50,1,46,15,57,38
24037.png,123,50,1,58,14,72,37
12731.png,87,36,2,29,7,40,29
12731.png,87,36,7,41,7,52,29
20774.png,123,53,5,38,4,59,46
20774.png,123,53,8,64,5,84,47
21043.png,53,27,6,16,2,26,23
21043.png,53,27,10,26,2,36,23
25746.png,178,70,1,62,13,78,54
25746.png,178,70,5,80,13,106,54
25746.png,178,70,10,103,12,124,53
12630.png,78,38,1,25,6,32,31
12630.png,78,38,5,30,5,42,30
12630.png,78,38,10,39,6,51,31
1546.png,68,21,4,17,1,31,21
1546.png,68,21,1,30,1,39,21
1546.png,68,21,8,39,1,55,21
14350.png,84,41,8,28,1,42,27
14350.png,84,41,3,42,1,52,27
7294.png,57,26,8,20,5,30,23
7294.png,57,26,4,30,5,40,23
5785.png,65,28,2,24,3,32,25
5785.png,65,28,9,33,1,43,23
2764.png,87,45,6,33,5,53,37
2631.png,197,91,6,76,6,101,62
2631.png,197,91,10,101,16,125,72
15446.png,34,16,6,13,2,21,13
22050.png,69,32,2,25,1,35,28
22050.png,69,32,8,34,1,47,28
11043.png,56,24,2,18,2,28,22
11043.png,56,24,6,28,2,38,22
18236.png,84,35,2,31,8,43,26
18236.png,84,35,3,43,7,52,25
24215.png,96,47,5,39,7,52,41
24215.png,96,47,10,51,1,61,35
22589.png,242,110,2,85,41,116,92
22589.png,242,110,4,114,38,137,89
22589.png,242,110,7,138,32,160,83
30212.png,218,98,1,62,6,88,62
30212.png,218,98,5,94,15,124,71
30212.png,218,98,10,124,31,152,87
2594.png,94,52,5,16,5,34,42
11828.png,246,112,1,87,29,109,80
11828.png,246,112,10,105,34,135,85
11828.png,246,112,5,135,34,168,85
16686.png,60,20,3,17,2,26,19
16686.png,60,20,1,26,1,35,18
16686.png,60,20,2,32,2,42,19
15230.png,65,33,6,34,7,41,28
2955.png,65,32,5,21,1,40,27
2955.png,65,32,5,32,4,47,30
19013.png,104,52,5,38,6,52,47
19013.png,104,52,2,52,4,67,45
14084.png,37,14,2,12,1,16,13
14084.png,37,14,3,18,1,25,13
18791.png,55,14,2,12,1,21,14
18791.png,55,14,7,21,1,31,14
18791.png,55,14,1,31,1,34,14
18791.png,55,14,5,34,1,45,14
479.png,117,52,3,36,4,56,44
479.png,117,52,10,59,1,79,41
25299.png,411,217,3,119,26,179,179
25299.png,411,217,9,196,44,256,197
2706.png,163,68,4,53,7,95,57
2706.png,163,68,1,88,7,111,57
2798.png,76,35,1,25,8,36,35
6986.png,89,41,1,38,7,50,32
26843.png,54,24,2,18,2,26,19
26843.png,54,24,5,27,2,35,19
27119.png,71,33,1,28,5,37,30
27119.png,71,33,1,37,4,45,29
1910.png,66,40,8,9,3,31,35
10035.png,105,50,9,37,7,50,38
10035.png,105,50,7,48,9,69,40
7669.png,89,40,7,30,4,44,34
7669.png,89,40,2,44,5,58,35
11679.png,177,82,1,62,22,86,72
11679.png,177,82,8,82,16,113,66
25275.png,116,48,2,35,4,61,45
25275.png,116,48,1,61,1,82,42
10866.png,104,40,1,30,1,42,32
10866.png,104,40,2,42,2,57,33
10866.png,104,40,7,57,2,73,33
22263.png,98,41,3,31,4,46,34
22263.png,98,41,5,47,2,64,32
16668.png,68,32,2,26,5,36,25
16668.png,68,32,10,31,5,45,25
14604.png,54,28,1,20,4,26,25
14604.png,54,28,1,27,3,34,24
25807.png,177,94,6,72,16,107,80
24977.png,48,20,9,15,2,24,18
24977.png,48,20,10,22,2,32,18
15070.png,170,70,5,55,2,76,62
15070.png,170,70,9,78,4,99,64
15070.png,170,70,7,95,4,116,64
22221.png,50,21,3,19,2,24,16
22221.png,50,21,2,25,1,31,15
12458.png,314,142,1,103,22,133,79
12458.png,314,142,8,123,38,151,95
12458.png,314,142,10,144,61,176,118
29160.png,165,62,6,52,15,73,45
29160.png,165,62,9,74,16,94,46
29160.png,165,62,2,94,19,114,49
15980.png,69,31,4,22,3,34,27
15980.png,69,31,2,35,3,45,27
19873.png,41,17,5,12,1,19,14
19873.png,41,17,2,20,2,30,15
7720.png,53,24,5,26,2,37,22
25856.png,204,89,1,62,19,78,73
25856.png,204,89,1,80,18,99,72
25856.png,204,89,3,103,19,138,73
19433.png,246,91,8,105,25,129,73
25734.png,51,24,4,18,4,25,18
25734.png,51,24,2,23,2,31,16
980.png,66,27,2,25,4,32,23
980.png,66,27,2,32,3,39,22
17599.png,66,26,4,22,1,33,19
17599.png,66,26,10,33,2,45,20
30457.png,75,35,2,29,5,39,30
30457.png,75,35,8,39,4,46,29
3345.png,63,32,6,21,1,39,26
24835.png,75,35,5,30,5,48,28
13694.png,124,55,3,45,11,59,43
13694.png,124,55,7,62,10,81,42
10887.png,86,39,1,32,9,44,35
10887.png,86,39,1,43,8,55,34
10966.png,113,47,9,39,5,55,38
10966.png,113,47,6,55,6,74,39
1085.png,87,45,9,32,6,44,39
1085.png,87,45,9,42,7,57,40
4131.png,89,45,1,35,5,45,40
4131.png,89,45,3,44,4,55,39
14701.png,96,46,2,34,10,47,39
14701.png,96,46,7,49,11,56,40
27222.png,67,29,3,26,7,35,21
27222.png,67,29,4,35,7,44,21
29065.png,243,110,5,80,9,131,80
29065.png,243,110,1,128,21,157,92
22174.png,61,23,9,21,2,31,16
22174.png,61,23,8,31,5,39,19
12400.png,97,46,1,37,5,49,35
12400.png,97,46,7,47,8,65,38
28754.png,137,47,3,53,3,85,40
6683.png,113,47,1,37,6,49,35
6683.png,113,47,2,49,8,58,37
6683.png,113,47,6,60,7,69,36
10787.png,78,36,1,25,7,33,31
10787.png,78,36,1,32,8,40,32
10787.png,78,36,2,40,5,50,29
21461.png,250,114,2,89,52,115,109
21461.png,250,114,5,112,32,136,89
21461.png,250,114,6,132,14,162,71
1896.png,65,27,3,28,6,35,21
2080.png,142,66,3,45,9,70,57
2080.png,142,66,9,72,9,95,57
7539.png,100,37,2,38,13,45,27
7539.png,100,37,4,45,11,52,25
7539.png,100,37,2,52,13,59,27
7539.png,100,37,1,60,13,65,27
23934.png,176,70,2,48,4,89,60
23934.png,176,70,10,88,9,128,65
21546.png,202,71,1,63,19,79,59
21546.png,202,71,1,80,16,94,56
21546.png,202,71,5,95,16,116,56
21546.png,202,71,10,118,14,137,54
22058.png,51,28,1,2,1,15,27
22058.png,51,28,10,16,1,33,27
24186.png,76,25,1,21,2,28,22
24186.png,76,25,8,27,2,38,22
24186.png,76,25,9,39,2,49,22
24186.png,76,25,1,50,2,58,22
908.png,66,30,3,23,6,33,25
908.png,66,30,2,33,6,44,25
20478.png,192,97,5,82,29,96,66
20478.png,192,97,7,93,26,107,63
1298.png,70,28,3,22,2,34,24
1298.png,70,28,2,33,2,47,24
24682.png,74,40,8,35,9,44,31
28661.png,85,35,8,29,4,42,32
28661.png,85,35,7,41,2,51,30
24902.png,95,58,4,47,14,64,47
24902.png,95,58,5,63,15,78,48
24902.png,95,58,2,75,14,93,47
18532.png,50,24,1,16,1,24,20
18532.png,50,24,10,22,2,32,21
31741.png,61,28,7,26,4,34,20
17439.png,59,25,4,20,2,26,19
17439.png,59,25,4,26,2,33,19
17439.png,59,25,9,32,2,40,19
22630.png,70,33,2,24,8,32,25
22630.png,70,33,2,32,9,40,26
22630.png,70,33,3,37,7,44,24
9913.png,159,71,1,65,24,79,49
9913.png,159,71,9,75,24,86,49
9913.png,159,71,6,84,19,97,44
4904.png,86,37,1,26,6,39,30
4904.png,86,37,6,42,8,58,32
4697.png,115,53,2,34,3,60,50
4697.png,115,53,8,58,1,81,48
33122.png,68,33,5,25,6,34,25
33122.png,68,33,5,34,6,42,25
15244.png,138,61,3,41,6,67,58
15244.png,138,61,7,66,3,95,55
17349.png,194,78,1,66,14,82,57
17349.png,194,78,6,82,21,109,64
17349.png,194,78,7,105,13,136,56
3992.png,131,62,1,55,17,64,50
3992.png,131,62,7,64,17,79,50
32857.png,131,68,9,51,1,81,56
19253.png,99,46,1,33,6,42,38
19253.png,99,46,5,44,7,56,39
19253.png,99,46,7,55,6,67,38
16390.png,66,34,2,30,9,35,24
16390.png,66,34,1,34,10,39,25
29259.png,83,30,1,25,6,32,26
29259.png,83,30,4,36,5,44,25
29259.png,83,30,2,47,5,57,25
3741.png,65,31,2,25,3,32,25
3741.png,65,31,6,30,5,39,27
7267.png,147,67,7,57,10,74,54
7267.png,147,67,4,75,12,98,56
1543.png,164,77,1,67,23,77,49
1543.png,164,77,1,78,25,86,51
1543.png,164,77,5,87,25,102,51
1506.png,169,72,1,58,23,72,49
1506.png,169,72,2,68,19,83,45
1506.png,169,72,9,82,19,92,45
1506.png,169,72,8,93,17,110,43
11973.png,154,54,7,51,8,68,46
11973.png,154,54,1,68,9,80,47
8176.png,58,20,2,20,1,26,14
8176.png,58,20,4,26,1,31,14
8176.png,58,20,5,30,1,34,14
8176.png,58,20,4,35,1,40,14
31557.png,106,49,1,33,4,50,41
31557.png,106,49,3,54,6,68,43
4081.png,207,97,2,69,9,102,90
4081.png,207,97,5,103,8,142,89
24369.png,60,26,5,19,5,31,22
24369.png,60,26,1,31,5,40,22
18601.png,119,52,8,34,1,56,45
18601.png,119,52,9,57,5,86,49
2944.png,107,35,2,27,3,39,30
2944.png,107,35,1,43,1,52,28
2944.png,107,35,3,52,2,65,29
2944.png,107,35,4,69,4,85,31
16050.png,58,24,1,22,4,29,19
16050.png,58,24,4,28,3,37,18
29077.png,263,126,2,99,20,119,67
29077.png,263,126,6,119,37,144,84
29077.png,263,126,5,144,61,162,108
774.png,53,21,2,18,1,28,18
774.png,53,21,1,30,1,35,18
15484.png,359,169,3,148,48,182,140
15484.png,359,169,3,187,50,209,142
15484.png,359,169,9,207,44,252,136
5999.png,99,59,6,42,11,56,51
6494.png,89,42,1,29,4,41,37
6494.png,89,42,3,41,1,60,34
7935.png,224,109,3,77,18,112,76
7935.png,224,109,8,112,29,144,87
21586.png,147,62,6,43,3,71,54
21586.png,147,62,9,73,4,103,55
33380.png,90,35,5,25,3,44,33
33380.png,90,35,9,43,1,62,31
26012.png,160,50,3,44,4,66,42
26012.png,160,50,7,71,4,94,42
31037.png,81,33,1,33,8,40,27
31037.png,81,33,9,40,8,51,27
18373.png,158,74,5,49,13,76,65
18373.png,158,74,4,74,12,106,64
17644.png,137,60,1,48,6,63,47
17644.png,137,60,3,66,9,91,50
32252.png,86,42,2,33,6,45,38
32252.png,86,42,7,45,7,55,39
17356.png,78,31,1,22,2,31,27
17356.png,78,31,10,40,1,57,26
3446.png,104,28,3,22,2,36,24
3446.png,104,28,7,39,2,51,24
3446.png,104,28,2,53,2,66,24
3446.png,104,28,8,69,1,82,23
21885.png,127,61,9,42,4,62,51
21885.png,127,61,5,63,5,81,52
30314.png,65,33,3,25,10,32,26
30314.png,65,33,8,31,11,40,27
12245.png,60,18,3,13,1,22,17
12245.png,60,18,9,22,2,31,18
12245.png,60,18,2,31,1,40,17
12245.png,60,18,5,40,2,48,18
3527.png,108,45,1,38,7,47,30
3527.png,108,45,2,46,9,61,32
3527.png,108,45,7,61,11,72,34
18671.png,240,84,5,142,21,157,49
18671.png,240,84,6,156,22,172,50
32322.png,57,21,4,18,2,29,18
32322.png,57,21,7,29,2,40,18
6636.png,104,42,1,31,1,49,40
6636.png,104,42,5,50,1,73,40
1384.png,141,49,6,44,6,59,41
1384.png,141,49,2,60,7,78,42
5048.png,279,85,7,137,7,160,63
5048.png,279,85,10,158,14,185,70
5048.png,279,85,10,182,17,212,73
27373.png,123,47,7,31,1,50,39
27373.png,123,47,3,51,1,71,39
27373.png,123,47,7,74,1,91,39
27890.png,50,26,8,18,7,24,21
27890.png,50,26,3,26,5,30,19
2356.png,77,45,6,31,7,44,37
10969.png,136,71,5,55,12,87,61
19910.png,146,57,1,63,8,79,46
19910.png,146,57,2,79,15,99,53
7748.png,94,49,4,32,4,47,44
7748.png,94,49,3,48,3,59,43
8372.png,136,59,2,48,3,60,46
8372.png,136,59,1,61,7,72,50
8372.png,136,59,8,73,6,86,49
8096.png,406,189,4,153,84,175,115
8096.png,406,189,7,168,84,185,115
4455.png,117,66,2,39,3,61,55
4455.png,117,66,1,62,9,78,61
18386.png,263,113,5,82,25,135,95
14011.png,176,70,1,66,15,83,54
14011.png,176,70,1,79,15,91,54
14011.png,176,70,6,87,15,102,54
14011.png,176,70,2,99,16,116,55
19100.png,62,26,1,17,5,25,23
19100.png,62,26,6,25,4,34,22
19100.png,62,26,3,34,4,44,22
16070.png,132,70,4,47,31,66,67
16070.png,132,70,8,59,15,76,51
16070.png,132,70,10,71,5,87,41
18376.png,262,131,1,101,66,123,109
18376.png,262,131,1,120,53,136,96
18376.png,262,131,9,134,26,159,69
15922.png,207,95,6,66,4,103,76
15922.png,207,95,4,105,15,143,87
10508.png,253,115,1,87,22,111,86
10508.png,253,115,5,107,20,138,84
10508.png,253,115,3,128,25,165,89
24795.png,46,20,3,16,1,26,17
24795.png,46,20,1,25,2,28,18
5163.png,225,104,1,73,1,110,92
5163.png,225,104,5,105,10,158,101
30902.png,132,67,4,53,16,70,51
30902.png,132,67,7,70,17,86,52
8953.png,76,35,3,25,8,35,30
8953.png,76,35,8,34,8,44,30
8953.png,76,35,4,43,8,53,30
20324.png,142,68,2,47,9,69,51
20324.png,142,68,10,66,14,91,56
10609.png,76,34,2,26,5,35,25
10609.png,76,34,4,34,5,41,25
10609.png,76,34,1,40,5,45,25
16817.png,140,54,5,49,15,65,43
16817.png,140,54,10,64,14,80,42
16817.png,140,54,9,79,12,94,40
23791.png,373,154,3,96,24,138,131
23791.png,373,154,2,149,27,200,134
23791.png,373,154,3,199,7,255,114
29762.png,74,23,2,18,3,28,21
29762.png,74,23,7,28,1,38,19
29762.png,74,23,8,38,0,49,18
29762.png,74,23,7,48,2,59,20
1547.png,75,40,7,30,11,37,31
1547.png,75,40,7,36,11,45,31
1905.png,213,84,5,89,20,107,64
1905.png,213,84,6,107,16,125,60
16136.png,103,49,1,39,12,47,37
16136.png,103,49,1,49,13,55,38
4062.png,98,40,1,34,12,40,31
4062.png,98,40,7,39,12,47,31
4062.png,98,40,2,47,13,56,32
4062.png,98,40,8,56,12,67,31
30875.png,93,41,3,34,7,47,33
30875.png,93,41,10,47,7,61,33
29366.png,53,25,6,18,3,27,21
29366.png,53,25,7,26,2,37,20
26867.png,87,44,5,34,3,44,34
26867.png,87,44,3,44,8,57,39
25704.png,63,32,8,26,5,42,27
15681.png,137,47,5,45,10,68,38
15681.png,137,47,7,86,7,103,35
15457.png,49,21,2,17,1,25,18
15457.png,49,21,10,25,1,32,18
25419.png,88,39,1,29,4,38,33
25419.png,88,39,10,37,4,49,33
25419.png,88,39,2,47,5,62,34
13368.png,91,42,4,34,10,47,33
13368.png,91,42,2,48,9,59,32
32549.png,127,51,2,50,14,64,44
32549.png,127,51,5,63,11,72,41
32549.png,127,51,3,73,10,89,40
23965.png,74,31,5,23,5,36,26
23965.png,74,31,8,36,5,50,26
25023.png,85,42,7,34,9,43,33
25023.png,85,42,2,42,10,52,34
4179.png,88,36,1,31,7,37,25
4179.png,88,36,8,37,8,48,26
4179.png,88,36,5,46,8,55,26
8759.png,321,116,2,129,14,183,81
6213.png,99,40,3,30,4,48,35
6213.png,99,40,8,50,5,68,36
18080.png,57,25,1,18,3,25,20
18080.png,57,25,1,24,2,31,19
18080.png,57,25,2,29,1,38,18
26793.png,347,117,7,176,32,189,62
26793.png,347,117,7,186,38,200,68
26793.png,347,117,8,196,35,215,65
17740.png,67,27,2,11,4,23,23
17740.png,67,27,4,21,4,34,23
17740.png,67,27,6,33,3,42,22
4886.png,151,77,4,56,9,98,66
4491.png,93,40,1,29,3,39,32
4491.png,93,40,5,52,4,65,33
9409.png,52,26,7,16,2,31,25
32600.png,262,99,1,82,18,105,80
32600.png,262,99,10,109,19,142,81
32600.png,262,99,10,143,17,176,79
13736.png,253,114,4,82,22,125,97
13736.png,253,114,8,128,23,174,98
31010.png,319,135,2,115,23,164,94
31010.png,319,135,9,164,23,211,94
9032.png,316,111,2,94,19,134,81
9032.png,316,111,5,142,23,184,85
9032.png,316,111,6,187,17,229,79
16560.png,58,31,4,25,8,34,25
32961.png,56,27,4,21,5,27,21
32961.png,56,27,9,27,4,32,20
8862.png,79,40,6,32,7,41,28
8862.png,79,40,10,38,7,48,28
3395.png,321,142,5,96,12,149,120
3395.png,321,142,10,166,11,225,119
17340.png,128,62,4,50,18,64,42
17340.png,128,62,3,65,18,77,42
11181.png,86,48,1,32,11,37,38
11181.png,86,48,1,37,10,42,37
11181.png,86,48,5,41,7,48,34
30426.png,70,27,1,20,1,28,23
30426.png,70,27,2,29,1,39,23
30426.png,70,27,10,40,3,49,25
27050.png,146,75,2,56,13,74,55
27050.png,146,75,5,73,19,87,61
7872.png,100,50,3,40,12,48,36
7872.png,100,50,6,50,12,63,36
16696.png,147,70,7,58,10,83,55
21847.png,121,54,9,34,4,66,48
21847.png,121,54,7,64,3,87,47
18812.png,43,17,4,13,3,18,15
18812.png,43,17,5,19,1,24,13
18812.png,43,17,1,25,1,30,13
33010.png,81,40,4,32,7,39,33
33010.png,81,40,3,40,6,52,32
13864.png,95,49,5,37,3,60,49
2007.png,76,41,2,27,5,39,35
2007.png,76,41,1,37,6,46,36
29173.png,60,28,1,25,3,29,25
29173.png,60,28,6,28,3,37,25
18052.png,92,50,1,30,26,45,51
18052.png,92,50,2,35,17,52,42
18052.png,92,50,7,42,6,56,31
31117.png,120,64,6,41,5,85,60
1471.png,79,33,1,27,2,34,27
1471.png,79,33,5,33,1,42,26
1471.png,79,33,10,40,1,51,26
5932.png,66,24,1,18,1,24,21
5932.png,66,24,10,34,1,51,21
32670.png,95,53,1,41,6,56,48
32798.png,108,54,6,34,18,53,51
32798.png,108,54,5,52,6,78,39
8409.png,69,27,1,19,2,27,23
8409.png,69,27,10,26,1,37,22
8409.png,69,27,4,35,2,45,23
14415.png,46,19,1,16,1,19,16
14415.png,46,19,2,18,1,25,16
14415.png,46,19,10,25,1,32,16
5685.png,76,27,4,26,1,38,24
8369.png,58,21,2,16,1,21,17
8369.png,58,21,2,22,1,27,17
8369.png,58,21,7,27,1,32,17
8369.png,58,21,8,32,2,39,18
21190.png,156,70,6,52,4,81,39
21190.png,156,70,2,69,26,105,61
1267.png,137,57,2,48,13,61,46
1267.png,137,57,1,58,13,74,46
1267.png,137,57,2,68,12,85,45
14414.png,215,77,4,63,18,74,38
14414.png,215,77,10,77,14,87,34
12717.png,75,28,2,23,1,32,17
19162.png,72,31,2,27,6,32,23
19162.png,72,31,2,32,6,37,23
19162.png,72,31,2,37,7,43,24
19162.png,72,31,8,42,6,48,23
20890.png,54,28,8,19,5,37,24
5911.png,135,53,1,45,10,57,49
5911.png,135,53,9,52,7,73,46
5911.png,135,53,8,70,7,92,46
18490.png,165,78,2,56,9,85,72
18490.png,165,78,8,85,8,109,71
5701.png,46,18,2,16,3,22,14
5701.png,46,18,9,22,4,27,15
23267.png,161,68,8,48,6,77,60
23267.png,161,68,3,83,7,114,61
19820.png,57,17,2,9,1,20,14
19820.png,57,17,5,20,1,30,14
19820.png,57,17,5,29,1,40,14
19820.png,57,17,1,39,1,46,14
28358.png,257,113,4,81,10,132,104
28358.png,257,113,5,124,10,191,104
31570.png,67,28,1,21,4,28,24
31570.png,67,28,10,28,3,35,23
31570.png,67,28,3,34,3,44,23
3788.png,143,63,2,54,14,68,45
3788.png,143,63,10,69,14,86,45
32398.png,49,19,2,17,1,22,16
32398.png,49,19,4,23,1,27,16
32398.png,49,19,6,28,1,35,16
6017.png,71,34,8,23,2,36,29
6017.png,71,34,5,37,2,50,29
10828.png,91,40,5,30,2,43,32
